Date,Description,Unit,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,Day31,Day32,Day33,Day34,Day35
June-24,Raw water analysis,Total TSL raw water cons (MTD),969,1920,3089,4117,5197,6163,7299,8514,9886,10944,12129,13153,14137,15021,15979,16968,17870,18852,19922,21240,22035,22922,23901,25344,29157,31312,33050,34651,36379,37879,39717,,18055.354838709678,114299,28878
June-24,Raw water analysis,Total TSL raw water cons %,0.12525853154084798,0.11579203701448923,0.12696861083957858,0.11712430215335536,0.1176342446356606,0.10727373681288173,0.13272578572263116,0.1509879458183174,0.16618217054263565,0.12183325656379548,0.15363671723064956,0.12326953172023594,0.12103321033210332,0.11499934955119032,0.13788140472078295,0.1243086978381096,0.11420612813370473,0.13191832348199892,0.13611499809184582,0.1769365015438314,0.10775277853076715,0.12947015034301562,0.13197627392828257,0.17823616600790515,0.3785742652899126,0.2491329479768786,0.24434134682974834,0.18960208432022738,0.21238938053097345,0.20405387022173854,0.2289772019434409,,0.15711586936166247,0.10284463894967177,0.13667667314144447
June-24,Raw water analysis,Total TSL raw water cons % (MTD),0.12525853154084798,0.12038372311743684,0.12279376689457784,0.12132732148645861,0.12054089158973884,0.1182486233427349,0.1202907149213883,0.12388504910876683,0.12842129876203218,0.12775345823848713,0.12989140911135386,0.129350445001721,0.12873469016072486,0.12783612193834998,0.12839694656488548,0.1281512922375119,0.12736629034097388,0.1275956358123291,0.12802601391950338,0.13026039814053894,0.12928606632401604,0.1292931799849961,0.12940093662867816,0.13145160035476994,0.1437204556545228,0.14803118337012997,0.15116449258127665,0.15259379954201163,0.15466209781647508,0.15615891691780004,0.15849142437568337,,0.1322182830897007,0.26187137718514447,0.13945671858022457
June-24,Raw water analysis,Total raw water cons per day (TPC+TSL),7736,8213,9207,8777,9181,9005,8559,8047,8256,8684,7713,8307,8130,7687,6948,7956,7898,7444,7861,7449,7378,6851,7418,8096,10072,8650,7113,8444,8136,7351,8027,,8083.677419354839,5484,5663
June-24,Raw water analysis,Total raw water cons per day (TPC+TSL) - MTD,6767,15949,25156,33933,43114,52119,60678,68725,76981,85665,93378,101685,109815,117502,124450,132406,140304,147748,155609,163058,170436,177287,184705,192801,202873,211523,218636,227080,235216,242567,250594,,,436470,207075
June-24,Raw water analysis,Gap between billing meter - (total intake at reservoir + forebay),-599,-157,-887,-949,-683,-1208,-54,-77,69,-309,-69,-281,-101,-168,-37,-435,-1019,-266,-1453,-367,-1004,-521,-322,-574,-1007,-1343,-1355,-274,-726,-192,-569,,-546.3548387096774,2330,-931
June-24,Raw water analysis,Gap between billing meter - (TPC cons + TSL cons),1151,-608,118,1346,-700,711,1379,-150,1863,1771,-2498,1300,1779,-47,2839,1061,621,1526,1326,2312,3284,-152,-260,2192,-45,499,1830,3860,2530,-1751,164,,943.5806451612904,2853,-1740
June-24,Raw water analysis,TPC make up (DM plant + RW to Forebay +Direct Forbay + TPC Fire water),6767,7262,8038,7749,8101,8039,7423,6832,6884,7626,6528,7283,7146,6803,5990,6967,6996,6462,6791,6131,6583,5964,6439,6653,6259,6495,5375,6843,6408,5851,6189,,6802.4838709677415,4920,4889
June-24,Raw water analysis,TPC make up MTD,6767,14029,22067,29816,37917,45956,53379,60211,67095,74721,81249,88532,95678,102481,108471,115438,122434,128896,135687,141818,148401,154365,160804,167457,173716,180211,185586,192429,198837,204688,210877,,,322171,178197
June-24,Raw water analysis,Gap between TPC cons - Total make up,-192,-185,-57,-144,-333,-133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-33.67741935483871,-783,2109
June-24,Raw water analysis,CT evaporation loss,4324,3384,4012,3920,5131,5226,4318,4173,4534,4988,3259,4003,4316,4092,3683,4606,4631,4695,5050,4900,5682,5069,5409,5758,5406,5705,4673,6151,5684,5123,5492,,4754.741935483871,1473,4486
June-24,Raw water analysis,Reservoir level down,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,2.5 ft,,2.5 ft,1.0 ft,1.0 ft
June-24,Raw water analysis,Specific Raw water consumption,2.351573676680973,2.612403100775194,2.906409322651129,2.8229398663697105,2.9335347432024172,2.8707334785766156,2.723037417461482,2.5025641025641026,2.511492156147392,2.785244704163623,2.3955963302752297,2.6658125915080526,2.842482100238663,2.7722086389568057,2.363851617995264,2.760301109350238,2.7116279069767444,2.46829640947288,2.5979342004590666,2.4406847133757963,2.7752951096121414,2.581818181818182,2.648704236939531,2.558846153846154,2.3663516068052934,2.4028856825749165,2.026772247360483,2.610835558946967,2.4392843547773126,2.207924528301887,2.3434305187429003,,,3.8618847768027478,
May-24,"BTG steam flow & DM make up
(Totalizer)",TG-1 (Steam Totalizer),18946692,18950288,18954050,18957848,18961292,18965052,18968972,18972892,18976744,18980694,18984650,18988606,18992640,18996636,19000692,19004752,19008750,19012804,19016786,19020738,19024850,19028870,19032850,19036878,19040984,19044962,19048622,19052156,19055842,19059618,19063508,,162.24444444444444,18588246,
May-24,"BTG steam flow & DM make up
(Totalizer)",TG-2 (Steam Totalizer),17943716,17947114,17950328,17953440,17957206,17961010,17964934,17968770,17972490,17976366,17980324,17984292,17988336,17992342,17996406,18000482,18004488,18008548,18012536,18016554,18020616,18024644,18028630,18032662,18033778,18037682,18041034,18044138,18047380,18050842,18054456,,153.80555555555557,17586616,
May-24,"BTG steam flow & DM make up
(Totalizer)",TG-3 (Steam Totalizer),11409134,11411272,11413826,11416396,11418988,11421609,11424195,11426809,11429476,11432082,11434730,11437322,11440006,11442682,11445382,11448063,11450771,11453514,11456196,11458910,11461598,11464300,11467018,11469704,11472587,11475121,11477723,11480186,11482647,11485125,11487679,,109.09027777777777,11167660,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  1-1 (Steam flow),3304860,3305419,3306129,3306829,3307538,3308262,3308967,3309686,3310401,3311117,3311844,3312553,3313267,3314002,3314704,3315422,3316141,3316848,3317554,3318253,3318949,3319670,3320369,3321073,3321771,3322477,3323190,3323790,3324372,3324973,3325593,,28.795833333333334,3240996,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  1-2 (Steam flow),3300617,3301198,3301907,3302620,3303318,3304042,3304753,3305457,3306193,3306901,3307626,3308351,3309062,3309793,3310508,3311228,3311973,3312679,3313392,3314106,3314818,3315552,3316271,3316983,3317701,3318404,3319095,3319715,3320311,3320910,3321545,,29.066666666666666,3236502,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  1-3 (Steam flow),3320450,3320975,3321667,3322370,3323072,3323771,3324469,3325175,3325881,3326580,3327297,3327988,3328706,3329427,3330124,3330863,3331576,3332289,3333004,3333700,3334420,3335160,3335876,3336603,3337330,3338041,3338758,3339350,3339926,3340494,3341120,,28.708333333333332,3257847,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  1-4 (Steam flow),3310730,3311257,3311921,3312583,3313259,3313922,3314596,3315298,3315982,3316685,3317396,3318071,3318773,3319482,3320166,3320873,3321569,3322259,3322938,3323600,3324299,3325004,3325694,3326388,3327079,3327776,3328436,3328996,3329557,3330126,3330741,,27.793055555555554,3250589,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  2-3 (Steam flow),3213905,3214436,3215130,3215849,3216540,3217241,3217932,3218627,3219336,3220035,3220751,3221483,3222204,3222943,3223672,3224422,3225166,3225894,3226608,3227328,3228063,3228756,3229470,3230155,3230628,3231000,3231650,3232246,3232844,3233462,3234129,,28.08888888888889,3149916,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  2-4 (Steam flow),3157284,3157881,3158593,3159335,3160065,3160783,3161501,3162233,3162958,3163704,3164450,3165188,3165936,3166690,3167438,3168187,3168934,3169683,3170411,3171154,3171901,3172628,3173373,3174092,3174820,3175557,3176234,3176835,3177449,3178089,3178750,,29.813888888888886,3093083,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  3-1 (Steam flow),3090185,3090775,3091427,3092093,3092744,3093413,3094074,3094655,3095166,3095728,3096333,3096991,3097653,3098321,3099007,3099674,3100341,3101015,3101677,3102359,3103030,3103719,3104397,3105057,3105252,3105918,3106478,3107026,3107598,3108185,3108803,,25.858333333333334,3029592,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  3-2 (Steam flow),3130244,3130817,3131570,3132315,3133027,3133765,3134513,3135139,3135682,3136320,3136959,3137647,3138387,3139110,3139846,3140592,3141306,3142054,3142778,3143498,3144244,3144978,3145706,3146444,3146621,3147345,3147971,3148558,3149177,3149805,3150443,,28.054166666666664,3065960,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  3-3 (Steam flow),3214769,3215349,3216046,3216752,3217457,3218152,3218845,3219449,3219978,3220533,3221163,3221802,3222482,3223189,3223888,3224602,3225286,3226001,3226700,3227383,3228107,3228825,3229519,3230222,3230433,3231123,3231704,3232270,3232847,3233445,3234065,,26.8,3152106,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  3-4 (Steam flow),3186510,3187142,3187826,3188528,3189226,3189930,3190641,3191226,3191815,3192418,3193071,3193736,3194435,3195151,3195873,3196596,3197322,3198032,3198756,3199469,3200211,3200959,3201664,3202378,3203095,3203787,3204399,3204973,3205577,3206215,3206862,,28.266666666666666,3123478,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  2-1 (Steam flow),3272186,3272819,3273536,3274250,3274983,3275695,3276414,3277152,3277883,3278638,3279388,3280133,3280893,3281638,3282398,3283133,3283876,3284620,3285354,3286107,3286867,3287619,3288355,3289097,3289776,3290575,3291195,3291830,3292483,3293161,3293872,,30.119444444444444,3206200,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  2-2 (Steam flow),3092269,3092761,3093468,3094172,3094858,3095561,3096231,3096933,3097636,3098338,3099070,3099780,3100500,3101245,3101952,3102681,3103416,3104116,3104827,3105527,3106249,3106973,3107688,3108379,3108901,3109222,3109884,3110470,3111044,3111645,3112289,,27.805555555555557,3029265,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  4-1 (Steam flow),3014036,3014493,3014827,3015155,3015569,3016120,3016740,3017422,3018129,3018826,3019552,3020285,3021013,3021758,3022530,3023232,3023950,3024678,3025401,3026149,3026880,3027620,3028367,3029107,3029895,3030557,3031166,3031747,3032340,3032957,3033612,,27.188888888888886,2950450,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  4-2 (Steam flow),3117789,3118233,3118570,3118909,3119327,3119873,3120497,3121172,3121855,3122548,3123260,3123965,3124680,3125399,3126146,3126860,3127571,3128304,3129009,3129732,3130465,3131187,3131918,3132636,3133418,3134068,3134684,3135252,3135841,3136465,3137128,,26.85972222222222,3054888,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  4-3 (Steam flow),2997894,2998328,2998637,2998937,2999299,2999799,3000402,3001061,3001710,3002374,3003049,3003723,3004414,3005104,3005833,3006534,3007227,3007952,3008646,3009358,3010076,3010783,3011496,3012207,3012825,3013461,3014042,3014607,3015207,3015805,3016442,,25.76111111111111,2936150,
May-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  4-4 (Steam flow),2974921,2975389,2975733,2976048,2976451,2976973,2977589,2978247,2978924,2979618,2980299,2981006,2981709,2982423,2983119,2983775,2984451,2985161,2985835,2986532,2987218,2987910,2988607,2989312,2990041,2990664,2991248,2991832,2992423,2993039,2993693,,26.072222222222223,2913120,
May-24,"BTG steam flow & DM make up
(Totalizer)",Unit-1 hotwell make up,1259234,1259408,1259554,1259778,1259834,1259850,1259932,1260043,1260258,1260393,1260536,1260640,1260752,1260856,1261013,1261137,1261227,1261245,1261270,1261296,1261433,1261502,1261537,1261572,1261679,1261726,1261887,1261997,1262117,1262292,1262377,,4.365277777777778,1251206,
May-24,"BTG steam flow & DM make up
(Totalizer)",Unit-2 hotwell make up,1429580,1429730,1429760,1429797,1430172,1430284,1430335,1430552,1430733,1430786,1430803,1430810,1430885,1430886,1430921,1430949,1430987,1431011,1431062,1431093,1431153,1431211,1431227,1431269,1431473,1431489,1431517,1431534,1431560,1431571,1431587,,2.7875,1424751,
May-24,"BTG steam flow & DM make up
(Totalizer)",Unit-3 hotwell make up,249092,249094,249096,249098,249099,249101,249108,249109,249113,249115,249120,249121,249121,249123,249125,249127,249127,249131,249134,249138,249140,249142,249143,249145,249168,249171,249177,249182,249186,249194,249201,,0.15138888888888888,246697,
May-24,"BTG steam flow & DM make up
(Totalizer)",Boiler fill pump flow,2111181,2112159,2113019,2113787,2114674,2115600,2116453,2117266,2118016,2118657,2119221,2119783,2120314,2120886,2121436,2121971,2122557,2123149,2123757,2124342,2124895,2125492,2126119,2126747,2127421,2128093,2128879,2129666,2130453,2131231,2131988,,28.898611111111112,2057406,
May-24,"BTG steam flow & DM make up
(Totalizer)",Unit-1 condensate flow,249329,251710.39,254526.59,257422,259869,262583,265514,268506,271449,273894,277461,280497,283550,286619,289706,292748,295753,298777,301749,304758.71,307857,310879,313893,316931,319999,322986,325762,328504,331202,334062,336976,,121.73194444444444,15613,
May-24,"BTG steam flow & DM make up
(Totalizer)",Unit-1 DM water flow,11419,11464.919,11541.918,11663,11688,11692,11729,11786,11901,11947,12001,12007,12022,12031,12090,12121,12139,12143,12146,12154.115,12221,12250,12256,12268,12313,12334,12415,12465,12520,12610,12641,,1.6972222222222222,7846,
May-24,"BTG steam flow & DM make up
(Totalizer)",Excess return to DM tank,268060,268673,269364,270023,270756,271440,272088,272666,273373,274435,274502,274784,275173,275634,276081,276499,276951,277384,277839,278257,278708,279145,279579,280023,280476,280951,281610,282250,282863,283533,284127,,22.31527777777778,219407,
May-24,"TG steam flow &
DM make up (TPH)",TG-1 (TPH),3418,3596,3762,3798,3444,3760,3920,3920,3852,3950,3956,3956,4034,3996,4056,4060,3998,4054,3982,3952,4112,4020,3980,4028,4106,3978,3660,3534,3686,3776,3890,,161.6048387096774,3862,
May-24,"TG steam flow &
DM make up (TPH)",TG-2 (TPH),3320,3398,3214,3112,3766,3804,3924,3836,3720,3876,3958,3968,4044,4006,4064,4076,4006,4060,3988,4018,4062,4028,3986,4032,1116,3904,3352,3104,3242,3462,3614,,153.30645161290323,4000,
May-24,"TG steam flow &
DM make up (TPH)",TG-3 (TPH),2404,2138,2554,2570,2592,2621,2586,2614,2667,2606,2648,2592,2684,2676,2700,2681,2708,2743,2682,2714,2688,2702,2718,2686,2883,2534,2602,2463,2461,2478,2554,,108.80241935483872,2626,
May-24,"TG steam flow &
DM make up (TPH)",Unit-1 HW make up (TPH),117,174,146,224,56,16,82,111,215,135,143,104,112,104,157,124,90,18,25,26,137,69,35,35,107,47,161,110,120,175,85,,4.381720430107527,691,
May-24,"TG steam flow &
DM make up (TPH)",Unit-2 HW make up (TPH),111,150,30,37,375,112,51,217,181,53,17,7,75,1,35,28,38,24,51,31,60,58,16,42,204,16,28,17,26,11,16,,2.8467741935483875,683,
May-24,"TG steam flow &
DM make up (TPH)",Unit-3 HW make up (TPH),8,2,2,2,1,2,7,1,4,2,5,1,0,2,2,2,0,4,3,4,2,2,1,2,23,3,6,5,4,8,7,,0.15725806451612903,699,
May-24,"TG steam flow &
DM make up (TPH)",Boiler fill pump flow (TPH),556,978,860,768,887,926,853,813,750,641,564,562,531,572,550,535,586,592,608,585,553,597,627,628,674,672,786,787,787,778,757,,28.713709677419356,689,
May-24,"TG steam flow &
DM make up (TPH)",Unit-1 condensate flow (TPH),3016,2381.390000000014,2816.1999999999825,2895.4100000000035,2447,2714,2931,2992,2943,2445,3567,3036,3053,3069,3087,3042,3005,3024,2972,3009.710000000021,3098.289999999979,3022,3014,3038,3068,2987,2776,2742,2698,2860,2914,,121.85887096774194,734,
May-24,"TG steam flow &
DM make up (TPH)",Unit-1 DM water flow (TPH),103,45.91899999999987,76.9989999999998,121.08200000000033,25,4,37,57,115,46,54,6,15,9,59,31,18,4,3,8.114999999999782,66.88500000000022,29,6,12,45,21,81,50,55,90,31,,1.7809139784946237,732,
May-24,"TG steam flow &
DM make up (TPH)",Excess return to DM tank (TPH),450,613,691,659,733,684,648,578,707,1062,67,282,389,461,447,418,452,433,455,418,451,437,434,444,453,475,659,640,613,670,594,,22.2002688172043,691,
May-24,"TG steam flow &
DM make up (TPH)",(Hotwell make up+Boiler Fill p/p make up) - (excess return),342,691,347,372,586,372,345,564,443,-231,662,392,329,218,297,271,262,205,232,228,301,289,245,263,555,263,322,279,324,302,271,,13.899193548387096,720,
May-24,Raw water totalizer readings,Raw water intake at reservior (old meter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-24,Raw water totalizer readings,Raw water intake at reservior (new meter),17295716,17304646,17311714,17318538,17324980,17332144,17339910,17346672,17353182,17360364,17367098,17372850,17378980,17385618,17392022,17397958,17404120,17410782,17416814,17423592,17430742,17437714,17444704,17451026,17457164,17464818,17466934,17469516,17473158,17480126,17485412,17490724,,16680604,16012053
May-24,Raw water totalizer readings,Raw water inlet flow (HDA billing meter),21944974,21955322,21967354,21978519,21989687,21999602,22010557,22020222,22031019,22042236,22053680,22063722,22073947,22084766,22095347,22105242,22117045,22128445,22139461,22150934,22162650,22174044,22185356,22197695,22208385,22217692,22221934,22227014,22235421,22245610,22255700,22264587,,21067220,20325959
May-24,Raw water totalizer readings,TPC Cons-1 (RWP flow) - old meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-24,Raw water totalizer readings,TPC Cons-1 (RWP flow) - new meter,11791815,11799825,11805540,11808846,11811870,11815204,11817613,11820817,11823618,11826639,11829597,11833092,11837536,11841477,11844887,11848455,11851442,11854391,11857657,11860555,11863317,11865888,11868700,11871571,11874552,11880095,11883676,11885725,11888077,11890651,11893934,11896406,,11291613,10789170
May-24,Raw water totalizer readings,TPC Cons-2 (Direct forebay make up),17414198,17418280,17425348,17432476,17439112,17444660,17450994,17456952,17463916,17470778,17478344,17484226,17489832,17495234,17502304,17509362,17517082,17524750,17531806,17539260,17546422,17553604,17560698,17567286,17572934,17574210,17576544,17580040,17584678,17589444,17594510,17598684,,16993090,16514611
May-24,Raw water totalizer readings,TSL Cons - New meter (EM type) Local reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May-24,Raw water totalizer readings,TSL Cons - New meter (EM type) DCS reading,1559772,1560173,1560362,1560818,1561420,1562312,1562744,1563160,1563559,1564038,1564690,1565252,1565779,1566495,1567134,1567691,1568410,1568959,1569582,1570510,1571278,1572084,1572760,1573527,1574232,1575465,1576310,1577304,1578375,1579401,1580278,1581176,,1485064,1407021
May-24,Raw water totalizer readings,Forebay make up through RWP,6868039,6871840,6874184,6876407,6878701,6881374,6883554,6886284,6888453,6890894,6893303,6896522,6900209,6903832,6906782,6909842,6912411,6914790,6917546,6919946,6922251,6924357,6926466,6928714,6931416,6931686,6932698,6934455,6936356,6938633,6941199,6943319,,6628907,6460440
May-24,Raw water totalizer readings,TPC fire water cons,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581310,1581634,1581635,1581637,1581639,1581641,1581643,1581644,1581646,,1581310,1581310
May-24,Raw water totalizer readings,TSL fire water cons,1493235,1493606,1494048,1494638,1495169,1495458,1495778,1495880,1496176,1496477,1496763,1497078,1497372,1497581,1497790,1497994,1498237,1498322,1498553,1498668,1498910,1499142,1499254,1499396,1499515,1499638,1499939,1500184,1500277,1500379,1500483,1500554,,1468185,1317347
May-24,Raw water totalizer readings,DM plant make up,2162199,2162921,2163604,2164145,2164533,2164916,2165677,2167015,2168160,2168869,2169163,2169420,2169888,2170293,2170700,2171026,2171520,2172023,2172538,2172982,2173446,2173907,2174307,2174853,2175242,2176154,2176885,2177273,2177720,2178066,2178597,2179070,,2134096,2109178
May-24,Raw water totalizer readings,CW blow down,3881504,3884571,3887677,3890752,3893747,3896633,3899398,3902179,3904962,3908240,3911635,3915011,3918516,3921983,3925200,3928624,3931966,3935313,3938543,3941867,3944650,3946921,3949037,3951122,3953123,3955092,3955609,3955903,3958166,3960595,3963350,3965320,,3659882,3590006
May-24,Raw water totalizer readings,Service Water Cons,78855,79037,79125,79171,79221,79237,79272,79292,79321,79344,79378,79396,79412,79442,79471,79503,79553,79594,79625,79642,79665,79683,79747,79795,79823,79841,79856,79873,79889,79920,79972,80025,,76576,73571
May-24,"Raw water consumption
(M3/day)",Raw water intake at reservior (old meter),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
May-24,"Raw water consumption
(M3/day)",Raw water intake at reservior (new meter),8844,8930,7068,6824,6442,7164,7766,6762,6510,7182,6734,5752,6130,6638,6404,5936,6162,6662,6032,6778,7150,6972,6990,6322,6138,7654,2116,2582,3642,6968,5286,5312,,5307,2298
May-24,"Raw water consumption
(M3/day)",Raw water inlet flow (HDA billing meter),10883,10348,12032,11165,11168,9915,10955,9665,10797,11217,11444,10042,10225,10819,10581,9895,11803,11400,11016,11473,11716,11394,11312,12339,10690,9307,4242,5080,8407,10189,10090,8887,,8337,3923
May-24,"Raw water consumption
(M3/day)",TPC Cons-1 (RWP flow) - old meter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6378,0,0
May-24,"Raw water consumption
(M3/day)",TPC Cons-1 (RWP flow) - new meter,8430,8010,5715,3306,3024,3334,2409,3204,2801,3021,2958,3495,4444,3941,3410,3568,2987,2949,3266,2898,2762,2571,2812,2871,2981,5543,3581,2049,2352,2574,3283,2472,6646,3723,4776
May-24,"Raw water consumption
(M3/day)",TPC Cons-2 (Direct forebay make up),4782,4082,7068,7128,6636,5548,6334,5958,6964,6862,7566,5882,5606,5402,7070,7058,7720,7668,7056,7454,7162,7182,7094,6588,5648,1276,2334,3496,4638,4766,5066,4174,,700,2556
May-24,"Raw water consumption
(M3/day)",Gap between billing meter - (TPC cons + TSL cons),2743,2664,2104,2787,1910,2797,3145,3055,2677,2827,2856,1592,1511,1221,2893,3099,2079,2930,2072,2759,2596,2760,2772,571,1096,-377,208,998,-127,1545,262,599,,,
May-24,"Raw water consumption
(M3/day)",TSL Cons - new meter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
May-24,"Raw water consumption
(M3/day)",TSL Cons - DCS meter,694,401,189,456,602,892,432,416,399,479,652,562,527,716,639,557,719,549,623,928,768,806,676,767,705,1233,845,994,1071,1026,877,898,,278,440
May-24,"Raw water consumption
(M3/day)",Forebay make up through RWP,4145,3801,2344,2223,2294,2673,2180,2730,2169,2441,2409,3219,3687,3623,2950,3060,2569,2379,2756,2400,2305,2106,2109,2248,2702,270,1012,1757,1901,2277,2566,2120,,1618,2318
May-24,"Raw water consumption
(M3/day)",TPC fire water cons (EM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,1,2,2,2,2,1,2,,0,0
May-24,"Raw water consumption
(M3/day)",TSL fire water cons (EM),405,371,442,590,531,289,320,102,296,301,286,315,294,209,209,204,243,85,231,115,242,232,112,142,119,123,301,245,93,102,104,71,,286,334
May-24,"Raw water consumption
(M3/day)",DM plant make up,319,722,683,541,388,383,761,1338,1145,709,294,257,468,405,407,326,494,503,515,444,464,461,400,546,389,912,731,388,447,346,531,473,,602,15
May-24,"Raw water consumption
(M3/day)",CW blow down,3387,3067,3106,3075,2995,2886,2765,2781,2783,3278,3395,3376,3505,3467,3217,3424,3342,3347,3230,3324,2783,2271,2116,2085,2001,1969,517,294,2263,2429,2755,1970,,845,388
May-24,"Raw water consumption
(M3/day)",Service Water Cons,103,182,88,46,50,16,35,20,29,23,34,18,16,30,29,32,50,41,31,17,23,18,64,48,28,18,15,17,16,31,52,53,,37,16
May-24,Raw water analysis,Total TPC raw water cons,12807,11721,12341,9844,9129,8593,8423,9060,9469,9582,10238,9062,9756,9134,10271,10422,10464,10532,10091,10237,9682,9521,9794,9317,8510,6696,5614,5300,6897,7238,8245,6575,9290,4137,6998
May-24,Raw water analysis,Total TPC raw water cons (MTD),234654,246375,258716,268560,277689,286282,294705,303765,313234,322816,333054,342116,351872,361006,371277,381699,392163,402695,412786,423023,432705,442226,452020,461337,469847,476543,482157,487457,494354,501592,509837,516412,,168378,241747
May-24,Raw water analysis,Total TPC raw water cons %,0.8937651039149348,0.9176708968753332,0.9411709863882155,0.9043700859389285,0.8915893215960196,0.8793050587634134,0.925002493268176,0.9508725341426404,0.9366627175795134,0.9277242401779096,0.9163023110555902,0.9143136297020029,0.9224154224154224,0.9106711733462095,0.924789356984479,0.9320838911200356,0.9180928054491273,0.9433118741058655,0.9236204275109561,0.9080328013402699,0.907686683118545,0.9037730601650135,0.9241651429121355,0.9116703916043144,0.9138345707413992,0.8665748302666535,0.8529260780287474,0.827244841048522,0.8571779141104294,0.8675589996477633,0.8927165354330708,0.874741468459152,,0.8971553610503282,0.8633233268585555
May-24,Raw water analysis,Total TPC raw water cons % (MTD),0.7184757142692808,0.725389387344171,0.7336290558004087,0.7400285095534417,0.7452685066642848,0.7494712690823795,0.7549356556295503,0.7611464680930378,0.7667514522193637,0.7716532544779404,0.7760871527388399,0.7798513220840451,0.7837553179376235,0.7870674902906627,0.7908728661121703,0.7946467968792857,0.7980107097780088,0.8016856930925933,0.8046928246719588,0.8072147600459637,0.8095258117753413,0.8116157733090481,0.8139696839783187,0.8159523114662292,0.8177639460640581,0.8187055139033881,0.819204252565268,0.8193106859549587,0.819871846157203,0.8205990893154825,0.8217608456287161,0.8224731950896915,,0.7381286228148556,0.8605432814197754
May-24,Raw water analysis,Total TSL raw water cons,1099,772,631,1046,1133,1181,752,518,695,780,938,877,821,925,848,761,962,634,854,1043,1010,1038,788,909,824,1356,1146,1239,1164,1128,981,969,930.741935483871,564,774
May-24,Raw water analysis,Total TSL raw water cons (MTD),73419,74191,74822,75868,77001,78182,78934,79452,80147,80927,81865,82742,83563,84488,85336,86097,87059,87693,88547,89590,90600,91638,92426,93335,94159,95515,96661,97900,99064,100192,101173,102142,86535.03225806452,114299,28878
May-24,Raw water analysis,Total TSL raw water cons %,0.10623489608506526,0.08232910312466674,0.05882901361178445,0.09562991406107149,0.10841067840398048,0.12069494123658661,0.07499750673182408,0.04912746585735964,0.06333728242048665,0.07227575982209043,0.08369768894440974,0.08568637029799707,0.07758457758457758,0.08932882665379044,0.07521064301552106,0.0679161088799643,0.08190719455087271,0.05668812589413448,0.07637957248904391,0.09196719865973019,0.09231331688145508,0.09622693983498656,0.0758348570878645,0.08832960839568554,0.08616542925860085,0.13342516973334645,0.14707392197125257,0.17275515895147797,0.14282208588957054,0.13244100035223672,0.10728346456692914,0.12525853154084798,0.09331947810478589,0.10284463894967177,0.13667667314144447
