Date,Description,Unit,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9,Day10,Day11,Day12,Day13,Day14,Day15,Day16,Day17,Day18,Day19,Day20,Day21,Day22,Day23,Day24,Day25,Day26,Day27,Day28,Day29,Day30,Day31,Day32,Day33,Day34,Day35
Aug-24,Raw water analysis,Total TSL raw water cons % (MTD),0.2670344263969762,0.24453436744787277,0.21917753420273622,0.20699939135727327,0.19532428355957768,0.18803656682866257,0.1835204588480066,0.18418603104949968,0.18330742556498864,0.18408619182870875,0.1810394779936009,0.18065913196535272,0.19138153579212425,0.1908455017882195,0.18736988847583644,0.19028450389797585,0.18561402347176933,0.1827224065610718,0.180450290617832,0.17702564102564103,0.17467242991287382,0.17219331624860862,0.1709840379316337,0.17084914881241492,0.16952570819231305,0.16860781661324997,0.1681839130316914,0.16652243917533344,0.16580887396290067,0.1656261223365263,0.16526669366557878,0.1642533854237813,0.18586579285667257,0.26187137718514447,0.13945671858022457
Aug-24,Raw water analysis,Total raw water cons per day (TPC+TSL),9789,8004,7205,7862,6920,6929,6642,6811,6742,6328,6154,6970,8162,6700,6382,6177,7049,6958,6929,6662,6227,6922,6608,5635,5785,5607,6276,6236,6152,6436,6626,9733,6770.4838709677415,5484,5663
Aug-24,Raw water analysis,Total raw water cons per day (TPC+TSL) - MTD,7175,17793,24998,32860,39780,46709,53351,60162,66904,73232,79386,86356,94518,101218,107600,113777,120826,127784,134713,141375,147602,154524,161132,166767,172552,178159,184435,190671,196823,203259,209885,219618,,436470,207075
Aug-24,Raw water analysis,Gap between billing meter - (total intake at reservoir + forebay),-2350,-1656,3966,25,-1129,-150,852,-128,14,258,744,93,-678,1013,387,333,390,-347,-47,-1042,1952,276,49,1736,438,-2075,494,138,269,146,124,503,132.09677419354838,2330,-931
Aug-24,Raw water analysis,Gap between billing meter - (TPC cons + TSL cons),-3889,-3004,3273,-641,-161,93,468,167,-760,868,64,-227,-1278,185,525,-694,251,-715,-486,-862,1663,-176,-1025,-135,-567,-3280,-976,-898,-363,-622,-1088,-606,-460.96774193548384,2853,-1740
Aug-24,Raw water analysis,TPC make up (DM plant + RW to Forebay +Direct Forbay + TPC Fire water),7175,6267,6077,6539,5952,5916,5634,5521,5559,5111,5263,5741,5674,5472,5538,4688,6272,6036,5969,5944,5472,6096,5665,4694,5025,4820,5296,5504,5268,5406,5604,8347,5651.548387096775,4920,4889
Aug-24,Raw water analysis,TPC make up MTD,7175,13442,19519,26058,32010,37926,43560,49081,54640,59751,65014,70755,76429,81901,87439,92127,98399,104435,110404,116348,121820,127916,133581,138275,143300,148120,153416,158920,164188,169594,175198,183545,,322171,178197
Aug-24,Raw water analysis,Gap between TPC cons - Total make up,-948,-733,-346,-486,-338,-188,-410,-243,-133,-153,-37,-157,-591,-261,-302,-409,-233,-741,223,-378,-151,-183,-105,14,-176,-70,-115,-175,-24,-52,-64,-117,-256.93548387096774,-783,2109
Aug-24,Raw water analysis,CT evaporation loss,6157,5171,4426,4569,4034,4214,4188,4550,4536,4399,4783,5186,5058,4822,5026,4067,5337,5540,5383,5423,4949,5459,4990,4317,4680,4310,4694,4882,5073,4957,5276,7954,4853.419354838709,1473,4486
Aug-24,Raw water analysis,Reservoir level down,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,1.0 ft,2.0 ft,2.0 ft,2.5 ft,1.0 ft,1.0 ft
Aug-24,Raw water analysis,Specific Raw water consumption,2.2271101573676684,2.0428202288667405,2.0870356882738528,2.2468448403860433,2.120090634441088,2.0798838053740014,1.9163609684519443,1.9333333333333333,1.9795695001824154,1.8108108108108107,1.917798165137615,2.0439238653001466,2.021877486077963,2.123471882640587,2.0662983425414363,1.695324881141046,2.3406976744186045,2.0225362872421697,2.3687834736036724,2.215764331210191,2.2432546374367623,2.5597402597402596,2.2871246400658167,1.8107692307692307,1.8332703213610588,1.7573066962634107,1.9536199095022628,2.0331934376192295,1.9961933764750666,2.020377358490566,2.0976902688375616,,2.009166816843876,3.8618847768027478,
July-24,"BTG steam flow & DM make up
(Totalizer)",TG-1 (Steam Totalizer),19184214,19188288,19192294,19196196,19199942,19203726,19207582,19211442,19215364,19219254,19223232,19227106,19230940,19234788,19238488,19242306,19246116,19249916,19253688,19257438,19261256,19264894,19268230,19271644,19275092,19278620,19282522,19286472,19290338,19294130,19297940,,157.95277777777778,18588246,
July-24,"BTG steam flow & DM make up
(Totalizer)",TG-2 (Steam Totalizer),18174260,18178348,18182360,18186242,18189938,18193530,18197336,18201208,18205138,18209024,18212998,18216788,18220464,18224286,18227770,18231272,18234790,18238292,18241842,18245312,18248836,18252294,18255550,18258908,18262236,18265618,18269424,18273230,18277082,18280834,18284504,,153.11666666666667,17586616,
July-24,"BTG steam flow & DM make up
(Totalizer)",TG-3 (Steam Totalizer),11568556,11571269,11573946,11576629,11579302,11581904,11584553,11587286,11589975,11592691,11595427,11598104,11600766,11603464,11606111,11608781,11611446,11614090,11616730,11619292,11621817,11624357,11626868,11629377,11631896,11634447,11637178,11639875,11642604,11645311,11648015,,110.35972222222222,11167660,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  1-1 (Steam flow),3344451,3345166,3345905,3346626,3347350,3348094,3348818,3349543,3350278,3350998,3351708,3352414,3353072,3353744,3354400,3355068,3355756,3356428,3357122,3357811,3358491,3359193,3359869,3360538,3361223,3361891,3362593,3363286,3363977,3364679,3365330,,28.998611111111114,3240996,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  1-2 (Steam flow),3342769,3343475,3344192,3344888,3345587,3346316,3347020,3347717,3348432,3349126,3349807,3350502,3351154,3351802,3352456,3353093,3353754,3354422,3355088,3355767,3356425,3357094,3357746,3358390,3359064,3359724,3360383,3361062,3361710,3362380,3363037,,28.150000000000002,3236502,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  1-3 (Steam flow),3359844,3360574,3361319,3362038,3362760,3363499,3364217,3364954,3365664,3366368,3367062,3367743,3368416,3369071,3369725,3370394,3371073,3371736,3372428,3373120,3373791,3374490,3375164,3375848,3376527,3377208,3377895,3378595,3379284,3379972,3380645,,28.89027777777778,3257847,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  1-4 (Steam flow),3351309,3352007,3352714,3353407,3354098,3354802,3355481,3356168,3356844,3357504,3358163,3358814,3359442,3360081,3360699,3361323,3361975,3362612,3363270,3363923,3364564,3365247,3365286,3365286,3365286,3365318,3365717,3366397,3367059,3367724,3368355,,23.675,3250589,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  2-3 (Steam flow),3256050,3256775,3257511,3258227,3258946,3259664,3260380,3261101,3261809,3262517,3263215,3263887,3264504,3265148,3265791,3266476,3267168,3267857,3268534,3269103,3269688,3270327,3270953,3271591,3272269,3272923,3273605,3274287,3274972,3275643,3276305,,28.131944444444443,3149916,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  2-4 (Steam flow),3200970,3201694,3202413,3203151,3203866,3204603,3205329,3206043,3206783,3207511,3208237,3208945,3209599,3210287,3210998,3211687,3212414,3213124,3213811,3214436,3215087,3215742,3216413,3217064,3217739,3218435,3219116,3219803,3220495,3221170,3221855,,29.006944444444443,3093083,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  3-1 (Steam flow),3127316,3128033,3128745,3129332,3129723,3130085,3130558,3131120,3131727,3132375,3133065,3133734,3134395,3135064,3135727,3136416,3137090,3137759,3138437,3139107,3139769,3140438,3141079,3141737,3142400,3143070,3143743,3144405,3145075,3145721,3146363,,26.454166666666666,3029592,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  3-2 (Steam flow),3172304,3173039,3173749,3174362,3174773,3175150,3175645,3176240,3176909,3177571,3178271,3178977,3179641,3180327,3181016,3181705,3182414,3183097,3183791,3184500,3185184,3185873,3186545,3187217,3187898,3188577,3189258,3189939,3190603,3191260,3191936,,27.266666666666666,3065960,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  3-3 (Steam flow),3255114,3255839,3256554,3257150,3257530,3257882,3258348,3258894,3259499,3260141,3260816,3261508,3262179,3262847,3263533,3264199,3264888,3265580,3266257,3266942,3267618,3268283,3268951,3269617,3270281,3270958,3271635,3272310,3272985,3273654,3274313,,26.665277777777778,3152106,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  3-4 (Steam flow),3228397,3229122,3229858,3230500,3230920,3231281,3231754,3232323,3232949,3233607,3234306,3235002,3235602,3236351,3237034,3237723,3238419,3239103,3239790,3240478,3241153,3241829,3242494,3243169,3243838,3244512,3245185,3245860,3246551,3247214,3247879,,27.058333333333334,3123478,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  2-1 (Steam flow),3316778,3317538,3318289,3319044,3319786,3320538,3321295,3322033,3322787,3323527,3324273,3324993,3325702,3326418,3327139,3327867,3328608,3329332,3330025,3330686,3331362,3332046,3332733,3333421,3334125,3334855,3335571,3336294,3337023,3337721,3338429,,30.070833333333336,3206200,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  2-2 (Steam flow),3134094,3134841,3135563,3136286,3137020,3137745,3138482,3139220,3139939,3140673,3141386,3142083,3142744,3143401,3143736,3143736,3143736,3143736,3143736,3143736,3143736,3143736,3143736,3143736,3143736,3143786,3144179,3144808,3145518,3146206,3146885,,17.76527777777778,3029265,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  4-1 (Steam flow),3055208,3055930,3056623,3057335,3058057,3058800,3059515,3060239,3060947,3061641,3062360,3063033,3063692,3064372,3065036,3065718,3066411,3067088,3067779,3068461,3069144,3069850,3070421,3071173,3071845,3072498,3073160,3073827,3074496,3075176,3075818,,28.625,2950450,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  4-2 (Steam flow),3158519,3159249,3159977,3160697,3161432,3162166,3162900,3163632,3164353,3165053,3165772,3166442,3167093,3167767,3168423,3169107,3169783,3170463,3171156,3171845,3172541,3173226,3173882,3174553,3175222,3175889,3176554,3177241,3177917,3178582,3179238,,28.77638888888889,3054888,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  4-3 (Steam flow),3037006,3037703,3038401,3039083,3039773,3040488,3041194,3041881,3042557,3043236,3043923,3044569,3045205,3045857,3046505,3047168,3047834,3048493,3049150,3049810,3050478,3051124,3051780,3052444,3053105,3053767,3054405,3055057,3055703,3056337,3056963,,27.718055555555555,2936150,
July-24,"BTG steam flow & DM make up
(Totalizer)",BOILER  4-4 (Steam flow),3014538,3015238,3015934,3016640,3017362,3018081,3018801,3019491,3020197,3020891,3021588,3022256,3022908,3023557,3024220,3024891,3025557,3026239,3026921,3027586,3028267,3028937,3029612,3030290,3030960,3031631,3032294,3032959,3033617,3034266,3034913,,28.29861111111111,2913120,
July-24,"BTG steam flow & DM make up
(Totalizer)",Unit-1 hotwell make up,1266759,1266935,1267102,1267301,1267432,1267638,1267914,1268202,1268444,1268684,1268890,1269148,1269439,1269719,1269878,1269949,1270187,1270456,1270693,1270943,1271167,1271409,1271436,1271454,1271569,1271715,1271934,1272182,1272338,1272480,1272535,,8.022222222222222,1251206,
July-24,"BTG steam flow & DM make up
(Totalizer)",Unit-2 hotwell make up,1432758,1432798,1432844,1432898,1432908,1432969,1433068,1433183,1433296,1433328,1433450,1433489,1433491,1433513,1433533,1433570,1433606,1433691,1433692,1433735,1433760,1433801,1433862,1433912,1433965,1434011,1434074,1434137,1434141,1434182,1434235,,2.051388888888889,1424751,
July-24,"BTG steam flow & DM make up
(Totalizer)",Unit-3 hotwell make up,249338,249340,249346,249359,249363,249370,249384,249396,249413,249426,249439,249462,249470,249480,249482,249492,249507,249517,249521,249524,249530,249537,249542,249553,249559,249564,249589,249613,249641,249654,249667,,0.45694444444444443,246697,
July-24,"BTG steam flow & DM make up
(Totalizer)",Boiler fill pump flow,2151478,2152064,2152683,2153350,2154358,2155300,2156048,2156861,2157721,2158582,2159192,2159912,2160709,2161593,2162537,2163458,2164201,2164907,2165742,2166549,2167358,2168150,2168752,2169479,2170263,2171012,2171739,2172474,2173258,2174102,2174907,,32.54027777777778,2057406,
July-24,"BTG steam flow & DM make up
(Totalizer)",Unit-1 condensate flow,428650,431724,434823,437807,440589.25,443508,446498,449339,452326,455321,458367.5,461342,464292,467231,469963,472768,475700,478599,481455.46,484271,487137,489929,492385,494875,497477.34,500130,503124,506114,589046,511902,514768,,119.60833333333333,15613,
July-24,"BTG steam flow & DM make up
(Totalizer)",Unit-1 DM water flow,14774,14867,14954,15061,15125.359,15241,15370,15552,15685,15816,15928.4,16070,16232,16389,16474,16505,16634,16783,16914.316,17051,17173,17306,17314,17317,17376.53,17453,17573,17706,17775,17849,17868,,4.2972222222222225,7846,
July-24,"BTG steam flow & DM make up
(Totalizer)",Excess return to DM tank,300030,300511,301039,301646,302483,303327,304189,304871,305713,306527,307121,307837,308589,309431,310440,310967,311684,312385,313150,313900,314642,315382,315863,316407,317074,317710,318437,319173,319910,320652,9321338,,12529.594444444445,219407,
July-24,"TG steam flow &
DM make up (TPH)",TG-1 (TPH),4054,4074,4006,3902,3746,3784,3856,3860,3922,3890,3978,3874,3834,3848,3700,3818,3810,3800,3772,3750,3818,3638,3336,3414,3448,3528,3902,3950,3866,3792,3810,,158.30645161290323,3862,
July-24,"TG steam flow &
DM make up (TPH)",TG-2 (TPH),4066,4088,4012,3882,3696,3592,3806,3872,3930,3886,3974,3790,3676,3822,3484,3502,3518,3502,3550,3470,3524,3458,3256,3358,3328,3382,3806,3806,3852,3752,3670,,153.64247311827958,4000,
July-24,"TG steam flow &
DM make up (TPH)",TG-3 (TPH),2738,2713,2677,2683,2673,2602,2649,2733,2689,2716,2736,2677,2662,2698,2647,2670,2665,2644,2640,2562,2525,2540,2511,2509,2519,2551,2731,2697,2729,2707,2704,,110.47983870967742,2626,
July-24,"TG steam flow &
DM make up (TPH)",Unit-1 HW make up (TPH),196,176,167,199,131,206,276,288,242,240,206,258,291,280,159,71,238,269,237,250,224,242,27,18,115,146,219,248,156,142,55,,8.026881720430108,691,
July-24,"TG steam flow &
DM make up (TPH)",Unit-2 HW make up (TPH),59,40,46,54,10,61,99,115,113,32,122,39,2,22,20,37,36,85,1,43,25,41,61,50,53,46,63,63,4,41,53,,2.064516129032258,683,
July-24,"TG steam flow &
DM make up (TPH)",Unit-3 HW make up (TPH),4,2,6,13,4,7,14,12,17,13,13,23,8,10,2,10,15,10,4,3,6,7,5,11,6,5,25,24,28,13,13,,0.4475806451612903,699,
July-24,"TG steam flow &
DM make up (TPH)",Boiler fill pump flow (TPH),563,586,619,667,1008,942,748,813,860,861,610,720,797,884,944,921,743,706,835,807,809,792,602,727,784,749,727,735,784,844,805,,32.247311827956985,689,
July-24,"TG steam flow &
DM make up (TPH)",Unit-1 condensate flow (TPH),3099,3074,3099,2984,2782.25,2918.75,2990,2841,2987,2995,3046.5,2974.5,2950,2939,2732,2805,2932,2899,2856.460000000021,2815.539999999979,2866,2792,2456,2490,2602.3400000000256,2652.6599999999744,2994,2990,82932,-77144,2866,,119.91532258064517,734,
July-24,"TG steam flow &
DM make up (TPH)",Unit-1 DM water flow (TPH),105,93,87,107,64.35900000000038,115.64099999999962,129,182,133,131,112.39999999999964,141.60000000000036,162,157,85,31,129,149,131.3159999999989,136.6840000000011,122,133,8,3,59.529999999998836,76.47000000000116,120,133,69,74,19,,4.299731182795699,732,
July-24,"TG steam flow &
DM make up (TPH)",Excess return to DM tank (TPH),497,481,528,607,837,844,862,682,842,814,594,716,752,842,1009,527,717,701,765,750,742,740,481,544,667,636,727,736,737,742,9000686,,12126.08198924731,691,
July-24,"TG steam flow &
DM make up (TPH)",(Hotwell make up+Boiler Fill p/p make up) - (excess return),325,323,310,326,316,372,275,546,390,332,357,324,346,354,116,512,315,369,312,353,322,342,214,262,291,310,307,334,235,298,-8999760,,-12083.295698924732,720,
July-24,Raw water totalizer readings,Raw water intake at reservior (old meter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July-24,Raw water totalizer readings,Raw water intake at reservior (new meter),17691854,17699014,17706356,17712244,17716898,17723534,17730206,17735324,17741098,17747102,17754004,17760666,17763956,17769948,17775270,17780612,17786970,17793920,17799460,17804274,17809968,17814596,17819972,17824504,17828644,17833492,17837250,17838164,17839338,17840586,17842176,17844010,,16680604,16012053
July-24,Raw water totalizer readings,Raw water inlet flow (HDA billing meter),22535545,22545768,22555874,22565674,22571133,22579577,22588110,22596841,22604152,22613509,22623719,22632720,22637978,22646358,22653655,22660787,22669822,22679087,22687207,22695411,22702368,22709242,22716022,22723352,22729056,22735207,22742125,22750592,22757797,22765030,22770946,22776846,,21067220,20325959
July-24,Raw water totalizer readings,TPC Cons-1 (RWP flow) - old meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July-24,Raw water totalizer readings,TPC Cons-1 (RWP flow) - new meter,12020436,12024820,12029656,12033405,12037209,12040990,12044636,12048380,12052275,12055876,12059514,12063180,12066542,12070194,12073489,12076944,12080346,12083995,12087371,12090525,12093506,12096732,12099374,12102241,12105194,12107978,12109748,12110170,12110667,12111858,12112501,12113035,,11291613,10789170
July-24,Raw water totalizer readings,TPC Cons-2 (Direct forebay make up),17684850,17687670,17690058,17693128,17696105,17698106,17700836,17703366,17705322,17708388,17710920,17713738,17716010,17718704,17721570,17724102,17726746,17729098,17732118,17734868,17737454,17739686,17742220,17744336,17746592,17748888,17752942,17759668,17766174,17771454,17777662,17784078,,16993090,16514611
July-24,Raw water totalizer readings,TSL Cons - New meter (EM type) Local reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July-24,Raw water totalizer readings,TSL Cons - New meter (EM type) DCS reading,1612986,1614291,1615779,1616683,1617317,1618410,1619020,1619764,1620890,1622597,1624303,1625337,1625867,1626720,1627525,1628266,1630037,1631708,1632956,1634634,1635420,1636390,1637221,1638207,1639495,1640382,1641369,1642675,1643939,1644892,1645917,1647808,,1485064,1407021
July-24,Raw water totalizer readings,Forebay make up through RWP,6981576,6982450,6983860,6984868,6985601,6986765,6987833,6989194,6990739,6991847,6993198,6994566,6995750,6997064,6998279,6999522,7000720,7001665,7002142,7002772,7003357,7004418,7004888,7005580,7006390,7007003,7007671,7007870,7007930,7008808,7009210,7009461,,6628907,6460440
July-24,Raw water totalizer readings,TPC fire water cons,1581758,1581759,1581761,1581762,1581763,1581764,1581766,1581758,1581769,1581769,1581771,1581772,1581774,1581776,1581776,1581797,1581803,1581808,1581809,1581810,1581811,1581812,1581813,1581846,1581847,1581848,1581850,1581851,1581853,1581854,1581856,1581857,,1581310,1581310
July-24,Raw water totalizer readings,TSL fire water cons,1507492,1508365,1509730,1509883,1510034,1510215,1510359,1510435,1510517,1511302,1512049,1512369,1512459,1512818,1512983,1513565,1514731,1515550,1516580,1517646,1517987,1518254,1518613,1518880,1519144,1519344,1519641,1520144,1520960,1521083,1521202,1521925,,1468185,1317347
July-24,Raw water totalizer readings,DM plant make up,2193399,2194001,2194465,2194922,2195561,2196074,2196449,2196992,2197391,2197945,2198298,2198776,2199264,2199630,2200104,2200629,2201099,2201563,2201992,2202484,2202956,2203366,2203793,2204227,2204762,2205306,2205783,2206206,2206811,2207238,2207672,2208180,,2134096,2109178
July-24,Raw water totalizer readings,CW blow down,4024169,4024769,4025309,4026160,4026769,4027344,4028085,4028714,4029190,4029886,4030637,4031439,4031983,4032547,4032907,4033280,4033621,4034009,4034289,4034528,4034560,4034560,4034560,4034588,4034588,4034588,4034588,4034588,4034588,4034829,4035306,4035816,,3659882,3590006
July-24,Raw water totalizer readings,Service Water Cons,81455,81587,81710,81830,81950,82003,82018,82034,82050,82065,82081,82097,82176,82258,82336,82419,82505,82591,82666,82745,82833,82865,82880,82897,82939,82988,83016,83032,83048,83077,83123,83157,,76576,73571
July-24,"Raw water consumption
(M3/day)",Raw water intake at reservior (old meter),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
July-24,"Raw water consumption
(M3/day)",Raw water intake at reservior (new meter),6630,7160,7342,5888,4654,6636,6672,5118,5774,6004,6902,6662,3290,5992,5322,5342,6358,6950,5540,4814,5694,4628,5376,4532,4140,4848,3758,914,1174,1248,1590,1834,,5307,2298
July-24,"Raw water consumption
(M3/day)",Raw water inlet flow (HDA billing meter),8191,10223,10106,9800,5459,8444,8533,8731,7311,9357,10210,9001,5258,8380,7297,7132,9035,9265,8120,8204,6957,6874,6780,7330,5704,6151,6918,8467,7205,7233,5916,5900,,8337,3923
July-24,"Raw water consumption
(M3/day)",Raw Water taken with PHE,2332,2035,1474,1380,1798,1011,2059,1764,1869,1154,1187,1500,1600,1613,1441,1105,568,1421,1440,966,1583,1488,1386,1474,1344,1427,328,0,0,0,0,0,,,
July-24,"Raw water consumption
(M3/day)",TPC Cons-1 (RWP flow) - old meter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
July-24,"Raw water consumption
(M3/day)",TPC Cons-1 (RWP flow) - new meter,4424,4384,4836,3749,3804,3781,3646,3744,3895,3601,3638,3666,3362,3652,3295,3455,3402,3649,3376,3154,2981,3226,2642,2867,2953,2784,1770,422,497,1191,643,534,,3723,4776
July-24,"Raw water consumption
(M3/day)",TPC Cons-2 (Direct forebay make up),2130,2820,2388,3070,2977,2001,2730,2530,1956,3066,2532,2818,2272,2694,2866,2532,2644,2352,3020,2750,2586,2232,2534,2116,2256,2296,4054,6726,6506,5280,6208,6416,,700,2556
July-24,"Raw water consumption
(M3/day)",Gap between billing meter - (TPC cons + TSL cons),569,-243,-376,-842,2172,193,869,-1083,419,-287,-776,479,304,306,891,742,-33,37,440,-640,1323,-14,1130,-682,692,993,894,-827,475,-705,1882,2350,,,
July-24,"Raw water consumption
(M3/day)",TSL Cons - new meter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
July-24,"Raw water consumption
(M3/day)",TSL Cons - DCS meter,1473,1305,1488,904,634,1093,610,744,1126,1707,1706,1034,530,853,805,741,1771,1671,1248,1678,786,970,831,986,1288,887,987,1306,1264,953,1025,1891,,278,440
July-24,"Raw water consumption
(M3/day)",Forebay make up through RWP,1200,874,1410,1008,733,1164,1068,1361,1545,1108,1351,1368,1184,1314,1215,1243,1198,945,477,630,585,1061,470,692,810,613,668,199,60,878,402,251,,1618,2318
July-24,"Raw water consumption
(M3/day)",TPC fire water cons (EM),1,1,2,1,1,1,2,-8,11,0,2,1,2,2,0,21,6,5,1,1,1,1,1,33,1,1,2,1,2,1,2,1,,0,0
July-24,"Raw water consumption
(M3/day)",TSL fire water cons (EM),365,873,1365,153,151,181,144,76,82,785,747,320,90,359,165,582,1166,819,1030,1066,341,267,359,267,264,200,297,503,816,123,119,723,,286,334
July-24,"Raw water consumption
(M3/day)",DM plant make up,527,602,464,457,639,513,375,543,399,554,353,478,488,366,474,525,470,464,429,492,472,410,427,434,535,544,477,423,605,427,434,508,,602,15
July-24,"Raw water consumption
(M3/day)",CW blow down,697,600,540,851,609,575,741,629,476,696,751,802,544,564,360,373,341,388,280,239,32,0,0,28,0,0,0,0,0,241,477,510,,845,388
July-24,"Raw water consumption
(M3/day)",Service Water Cons,126,132,123,120,120,53,15,16,16,15,16,16,79,82,78,83,86,86,75,79,88,32,15,17,42,49,28,16,16,29,46,34,,37,16
July-24,Raw water analysis,Total TPC raw water cons,6189,6331,5859,6666,6630,5601,6232,6198,5769,5882,5423,6164,5544,5987,5996,5405,4880,5182,5366,4838,5226,5191,4817,4716,4945,4880,5527,6645,6187,6348,6732,6227,5721.1612903225805,4137,6998
July-24,Raw water analysis,Total TPC raw water cons (MTD),228036,234367,240226,246892,253522,259123,265355,271553,277322,283204,288627,294791,300335,306322,312318,317723,322603,327785,333151,337989,343215,348406,353223,357939,362884,367764,373291,379936,386123,392471,399203,405430,,168378,241747
July-24,Raw water analysis,Total TPC raw water cons %,0.7710227980565592,0.7440357268774239,0.6678309465595529,0.8483935742971888,0.8867570686670514,0.7863491531108503,0.8920698539937016,0.8831575947563408,0.8268596818116669,0.7024122283257702,0.6885474860335196,0.8198989092843841,0.899415963659961,0.8316432837894152,0.8607522250933104,0.803359096313912,0.6242804144812588,0.6754431699687174,0.7019884877027734,0.6380902136639409,0.8226034944120888,0.8075606720597387,0.8018977859164308,0.7900820908024795,0.761120517161767,0.8178314060667002,0.8114814271032154,0.8024462160096101,0.7751594422224625,0.8595483618326589,0.8602833414753297,0.7329655736030238,,0.8971553610503282,0.8633233268585555
July-24,Raw water analysis,Total TPC raw water cons % (MTD),1,0.7571359458151911,0.7266069651741294,0.7530610337414712,0.7768069896743447,0.7780716571834992,0.7933933587286929,0.804071462472032,0.8064814393767147,0.794759707856403,0.7845858214854724,0.7875441548456112,0.7947343725561754,0.7973114525139665,0.8013264286363223,0.8014435178684567,0.7903302170685712,0.7836673293672092,0.7792054655508787,0.7719523025089314,0.7740436483693603,0.775387725055211,0.7763453015916921,0.7768212689382945,0.7762506502878048,0.7775937293622182,0.778798715706492,0.7798776295203834,0.7796697356074931,0.7824818256178371,0.7853030531173328,0.7831283877567479,,0.7381286228148556,0.8605432814197754
July-24,Raw water analysis,Total TSL raw water cons,1838,2178,2853,1057,785,1274,754,820,1208,2492,2453,1354,620,1212,970,1323,2937,2490,2278,2744,1127,1237,1190,1253,1552,1087,1284,1809,2080,1076,1144,2614,1563.8387096774193,564,774
July-24,Raw water analysis,Total TSL raw water cons (MTD),1838,4016,6869,7926,8711,9985,10739,11559,12767,15259,17712,19066,19686,20898,21868,23191,26128,28618,30896,33640,34767,36004,37194,38447,39999,41086,42370,44179,46259,47335,48479,51093,25402.935483870966,114299,28878
July-24,Raw water analysis,Total TSL raw water cons %,0.2289772019434409,0.2559642731225761,0.33216905344044706,0.15160642570281124,0.11324293133294865,0.21365084688914976,0.10793014600629831,0.11684240524365916,0.1731403181883331,0.2975877716742298,0.31145251396648044,0.18010109071561586,0.10058403634003893,0.16835671621058482,0.13924777490668963,0.196640903686088,0.3757195855187412,0.3245568300312826,0.2980115122972266,0.3619097863360591,0.17739650558791123,0.19243932794026136,0.19810221408356918,0.2099179091975205,0.23887948283823304,0.18216859393329982,0.18851857289678461,0.19755378399038986,0.22484055777753756,0.14045163816734108,0.13971665852467025,0.2670344263969762,0.21089281833839416,0.10284463894967177,0.13667667314144447
July-24,Raw water analysis,Total TSL raw water cons % (MTD),0.2289772019434409,0.24286405418480891,0.27339303482587063,0.24693896625852885,0.22319301032565528,0.2219283428165007,0.2066066412713071,0.195928537527968,0.1935185606232853,0.20524029214359693,0.21541417851452757,0.21245584515438873,0.20526562744382462,0.20268854748603352,0.19867357136367766,0.19855648213154334,0.2096697829314288,0.21633267063279082,0.22079453444912137,0.2280476974910686,0.22595635163063965,0.22461227494478894,0.22365469840830782,0.22317873106170547,0.2237493497121952,0.2224062706377819,0.22120128429350805,0.22012237047961655,0.22033026439250689,0.21751817438216292,0.2146969468826671,0.21687161224325208,0.2188359450433951,0.26187137718514447,0.13945671858022457
